"url","warc_filename","warc_record_offset","warc_record_length"
"https://www.amazon.com/82-229-6-Inch-Stainless-Concrete-Groover/dp/B008DRMWDK","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00206.warc.gz","651289302","104375"
"https://www.amazon.com/9527-Product-Sticker-Shipping-Address/dp/B06WVYGWMD","crawl-data/CC-MAIN-2020-10/segments/1581875146186.62/warc/CC-MAIN-20200226023658-20200226053658-00491.warc.gz","628676022","126361"
"https://www.amazon.com/97D-LK0-Sector-Ninety-seven-Saga-ebook/dp/B003BVJ0TC","crawl-data/CC-MAIN-2020-10/segments/1581875143635.54/warc/CC-MAIN-20200218055414-20200218085414-00186.warc.gz","633145301","90071"
"https://www.amazon.com/Abbey-Rowe/dp/B07J1TGL3W","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00501.warc.gz","654213580","71736"
"https://www.amazon.com/ABC-Affirmations-Melissa-Irene-ebook/dp/B081422N9P","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00415.warc.gz","644480819","83400"
"https://www.amazon.com/acegoo-Recessed-Ceiling-Aluminum-Downlights/dp/B012KCNN5O","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00480.warc.gz","648294750","124146"
"https://www.amazon.com/Acer-PT715-51-71W9-Ultra-Thin-i7-7700HQ-Overclockable/dp/B07CVM156P","crawl-data/CC-MAIN-2020-10/segments/1581875147116.85/warc/CC-MAIN-20200228073640-20200228103640-00274.warc.gz","627050898","143763"
"https://www.amazon.com/Acrylic-Slurry-Concrete-Charcoal-Color/dp/B009VKS5VG","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00287.warc.gz","653861959","101943"
"https://www.amazon.com/Action-Research-Inclusive-Education-Participation-ebook/dp/B07RF9FB8W","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00235.warc.gz","660062731","85698"
"https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/dp/B071NZZW3K","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00230.warc.gz","642051485","115280"
"https://www.amazon.com/adidas-Womens-Ultraboost-19/dp/B07D9FTZGK","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00472.warc.gz","640706573","139869"
"https://www.amazon.com/Adoptees-Are-Not-They-Think/dp/1724146912","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00236.warc.gz","642774201","97264"
"https://www.amazon.com/Adventure-Medical-Kits-Trail-Canine/dp/B01N9OW10M","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00297.warc.gz","636400503","94820"
"https://www.amazon.com/Affair-Danger-Robin-Storey/dp/0987536656","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00301.warc.gz","642232536","97457"
"https://www.amazon.com/Age-Surveillance-Capitalism-Future-Frontier/dp/1541758005","crawl-data/CC-MAIN-2020-10/segments/1581875145538.32/warc/CC-MAIN-20200221203000-20200221233000-00474.warc.gz","633142528","111017"
"https://www.amazon.com/Agrilabs-Prohibit-Soluble-Drench-Powder/dp/B011ONQVJ0","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00186.warc.gz","648327851","106069"
"https://www.amazon.com/Airblown-Inflatables-R2-D2-Wrapped-Lights/dp/B07JJ9B31D","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00395.warc.gz","645057065","86492"
"https://www.amazon.com/AKASO-Underwater-Waterproof-Camcorder-Accessories/dp/B076DD5JNS","crawl-data/CC-MAIN-2020-10/segments/1581875146186.62/warc/CC-MAIN-20200226023658-20200226053658-00091.warc.gz","617801975","121842"
"https://www.amazon.com/Albertsons-Gift-Card/dp/B0763GMQ65","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00490.warc.gz","649624967","99534"
"https://www.amazon.com/All-Roads-Lead-October-Steinbrenners/dp/0312261756","crawl-data/CC-MAIN-2020-10/segments/1581875146186.62/warc/CC-MAIN-20200226023658-20200226053658-00390.warc.gz","642748953","110836"
"https://www.amazon.com/ALO-Performs-Nine-Inch-Nails/dp/B07TDGDQSS","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00355.warc.gz","638175582","73137"
"https://www.amazon.com/Also-Mother-Matrimonial-Translated-Bilingual-ebook/dp/B01M0F0TK8","crawl-data/CC-MAIN-2020-10/segments/1581875143784.14/warc/CC-MAIN-20200218150621-20200218180621-00421.warc.gz","651485230","92252"
"https://www.amazon.com/Amazon-com-Gift-Card-All-Pop-Up/dp/B07CV5DCWP","crawl-data/CC-MAIN-2020-10/segments/1581875146176.73/warc/CC-MAIN-20200225233214-20200226023214-00508.warc.gz","628630038","108111"
"https://www.amazon.com/AmazonBasics-CW190423-24-Pack-Microfiber-Cleaning/dp/B009FUF6DM","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00159.warc.gz","638825938","126735"
"https://www.amazon.com.au/%C2%BD-Deaths-Evelyn-Hardcastle/dp/1492657964","crawl-data/CC-MAIN-2020-10/segments/1581875141396.22/warc/CC-MAIN-20200216182139-20200216212139-00419.warc.gz","648795059","83391"
"https://www.amazon.com.au/100-Book-One-Hundred-ebook/dp/B00BJ5AE24","crawl-data/CC-MAIN-2020-10/segments/1581875144058.43/warc/CC-MAIN-20200219061325-20200219091325-00432.warc.gz","635361903","91163"
"https://www.amazon.com.au/100-Hikes-Lifetime-Worlds-Ultimate/dp/1426220952","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00390.warc.gz","625814661","71431"
"https://www.amazon.com.au/10000mAh-Portable-Charger-High-speed-Charging/dp/B075Q5G3JN","crawl-data/CC-MAIN-2020-10/segments/1581875145941.55/warc/CC-MAIN-20200224102135-20200224132135-00420.warc.gz","615572668","73405"
"https://www.amazon.com.au/1001-Natural-Wonders-Must-Before/dp/0785835830","crawl-data/CC-MAIN-2020-10/segments/1581875145534.11/warc/CC-MAIN-20200221172509-20200221202509-00315.warc.gz","659931568","76884"
"https://www.amazon.com.au/1001-Walks-Must-Take-Before/dp/0789329158","crawl-data/CC-MAIN-2020-10/segments/1581875145534.11/warc/CC-MAIN-20200221172509-20200221202509-00444.warc.gz","632898616","80221"
"https://www.amazon.com.au/1001-Watts-Reinvent-Yourself-Discover-ebook/dp/B07SYKBK4Z","crawl-data/CC-MAIN-2020-10/segments/1581875144150.61/warc/CC-MAIN-20200219122958-20200219152958-00029.warc.gz","647104925","81499"
"https://www.amazon.com.au/1001-Watts-Reinvent-Yourself-Discover-ebook/dp/B07SYKBK4Z","crawl-data/CC-MAIN-2020-10/segments/1581875145960.92/warc/CC-MAIN-20200224132646-20200224162646-00029.warc.gz","617872973","82071"
"https://www.amazon.com.au/1001-Watts-Reinvent-Yourself-Discover/dp/B07ZHSS1KR","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00050.warc.gz","643852029","59172"
"https://www.amazon.com.au/101-Social-Media-Tactics-Nonprofits/dp/1118106245","crawl-data/CC-MAIN-2020-10/segments/1581875147054.34/warc/CC-MAIN-20200228043124-20200228073124-00126.warc.gz","630420779","86763"
"https://www.amazon.com.au/117-Storey-Treehouse-Andy-Griffiths/dp/1760559148","crawl-data/CC-MAIN-2020-10/segments/1581875143635.54/warc/CC-MAIN-20200218055414-20200218085414-00216.warc.gz","627707027","83396"
"https://www.amazon.com.au/12-Rules-Life-Antidote-Chaos/dp/0241351634","crawl-data/CC-MAIN-2020-10/segments/1581875145676.44/warc/CC-MAIN-20200222115524-20200222145524-00390.warc.gz","640739092","97438"
"https://www.amazon.com.au/13-Minute-Murder/dp/B07RT1WQMG","crawl-data/CC-MAIN-2020-10/segments/1581875144498.68/warc/CC-MAIN-20200220005045-20200220035045-00094.warc.gz","643836886","63733"
"https://www.amazon.com.au/175-Years-Pictorial-History-Lincoln/dp/0992531837","crawl-data/CC-MAIN-2020-10/segments/1581875146647.82/warc/CC-MAIN-20200227033058-20200227063058-00159.warc.gz","609326035","66906"
"https://www.amazon.com.au/18-Minutes-Master-Distraction-Things-ebook/dp/B006CUYW9C","crawl-data/CC-MAIN-2020-10/segments/1581875141460.64/warc/CC-MAIN-20200217000519-20200217030519-00133.warc.gz","658256842","86004"
"https://www.amazon.com.au/1917-Blu-ray-George-MacKay/dp/B082BXG1QS","crawl-data/CC-MAIN-2020-10/segments/1581875141430.58/warc/CC-MAIN-20200216211424-20200217001424-00023.warc.gz","665175236","78693"
"https://www.amazon.com.au/1984-George-Orwell/dp/0886760402","crawl-data/CC-MAIN-2020-10/segments/1581875146004.9/warc/CC-MAIN-20200225014941-20200225044941-00528.warc.gz","630978091","76518"
"https://www.amazon.com.au/1984-New-Classic-George-Orwell/dp/1433202476","crawl-data/CC-MAIN-2020-10/segments/1581875141749.3/warc/CC-MAIN-20200217055517-20200217085517-00559.warc.gz","643404541","84085"
"https://www.amazon.com.au/19th-Christmas-Womens-Murder-Club/dp/1787461831","crawl-data/CC-MAIN-2020-10/segments/1581875147234.52/warc/CC-MAIN-20200228135132-20200228165132-00533.warc.gz","622351691","78585"
"https://www.amazon.com.au/19th-Christmas-Womens-Murder-Club/dp/178746184X","crawl-data/CC-MAIN-2020-10/segments/1581875145989.45/warc/CC-MAIN-20200224224431-20200225014431-00043.warc.gz","633018613","72803"
"https://www.amazon.com.au/1stvital-Womens-Floral-Sleeve-Button/dp/B07MTJ4DBC","crawl-data/CC-MAIN-2020-10/segments/1581875141430.58/warc/CC-MAIN-20200216211424-20200217001424-00077.warc.gz","636076044","102940"
"https://www.amazon.com.au/20th-Victim-Womens-Murder-Club/dp/1780899556","crawl-data/CC-MAIN-2020-10/segments/1581875147628.27/warc/CC-MAIN-20200228170007-20200228200007-00297.warc.gz","632363819","73082"
"https://www.amazon.com.au/23-Tips-Survive-Long-Flight/dp/0994476078","crawl-data/CC-MAIN-2020-10/segments/1581875145966.48/warc/CC-MAIN-20200224163216-20200224193216-00424.warc.gz","585735915","73273"
"https://www.amazon.com.au/24-Wipes-Affresh-W10355053-Cleaning/dp/B01BHUSR38","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00350.warc.gz","626043040","89190"
"https://www.amazon.com.au/2win2buy-Upgraded-Security-%E3%80%90270%C2%B0Wide-Modes%E3%80%91%E3%80%90Waterproof%E3%80%91/dp/B07PV77J9M","crawl-data/CC-MAIN-2020-10/segments/1581875145981.35/warc/CC-MAIN-20200224193815-20200224223815-00400.warc.gz","601332235","69407"
"https://www.amazon.com.au/2win2buy-Waterproof-Optional-Security-Driveway/dp/B07S2VWZ9J","crawl-data/CC-MAIN-2020-10/segments/1581875146665.7/warc/CC-MAIN-20200227063824-20200227093824-00231.warc.gz","607382655","76934"
"https://www.amazon.com.au/2win2buy-Waterproof-Polyester-Oxford-Covers/dp/B07GSVZPLG","crawl-data/CC-MAIN-2020-10/segments/1581875148671.99/warc/CC-MAIN-20200229053151-20200229083151-00153.warc.gz","642197816","80363"
"https://www.amazon.com.au/3%C2%A6%C3%97F%C5%84-Q%C3%A93-Mi%C3%A1-o%C2%B54%C3%97-Igor-%C5%A0tromajer-ebook/dp/B084MF39ND","crawl-data/CC-MAIN-2020-10/segments/1581875147628.27/warc/CC-MAIN-20200228170007-20200228200007-00152.warc.gz","630941998","70759"
"https://www.amazon.com.au/3-Pack-Cables-Fasgear-Braided-Durable/dp/B07FDWNMKZ","crawl-data/CC-MAIN-2020-10/segments/1581875144979.91/warc/CC-MAIN-20200220131529-20200220161529-00253.warc.gz","661725128","101923"
"https://www.amazon.com.au/3-Pack-Cables-Fasgear-Braided-Durable/dp/B07FDWNMKZ","crawl-data/CC-MAIN-2020-10/segments/1581875145534.11/warc/CC-MAIN-20200221172509-20200221202509-00253.warc.gz","620923658","101965"
"https://www.amazon.com.au/30-Day-Natural-Horsemanship-Training-scratch-ebook/dp/B01AS7NK0Q","crawl-data/CC-MAIN-2020-10/segments/1581875143373.18/warc/CC-MAIN-20200217205657-20200217235657-00070.warc.gz","667858804","78820"
"https://www.amazon.com.au/30-Days-Prayer-Healing-Autoimmunity-ebook/dp/B00SS2BCFO","crawl-data/CC-MAIN-2020-10/segments/1581875148375.36/warc/CC-MAIN-20200229022458-20200229052458-00050.warc.gz","629336415","75657"
"https://www.amazon.com.au/30-First-Dates-romantic-Unlucky-ebook/dp/B00S02R4UY","crawl-data/CC-MAIN-2020-10/segments/1581875146127.10/warc/CC-MAIN-20200225172036-20200225202036-00555.warc.gz","623384333","87911"
"https://www.amazon.com.au/365-Days-Gratitude-Photos-Beautiful-ebook/dp/B00JPSS208","crawl-data/CC-MAIN-2020-10/segments/1581875148375.36/warc/CC-MAIN-20200229022458-20200229052458-00284.warc.gz","648783102","84818"
"https://www.amazon.com.au/3D-Printing-Failures-Diagnose-Desktop-ebook/dp/B081X8PYPQ","crawl-data/CC-MAIN-2020-10/segments/1581875145538.32/warc/CC-MAIN-20200221203000-20200221233000-00224.warc.gz","635725126","86085"
"https://www.amazon.com.au/3zekiel-First-Contact-Peter-Cawdron-ebook/dp/B07W2WP5F3","crawl-data/CC-MAIN-2020-10/segments/1581875144150.61/warc/CC-MAIN-20200219122958-20200219152958-00224.warc.gz","656089194","86003"
"https://www.amazon.com.au/438-Days-Incredible-Story-Survival-ebook/dp/B012M82OMO","crawl-data/CC-MAIN-2020-10/segments/1581875146123.78/warc/CC-MAIN-20200225141345-20200225171345-00389.warc.gz","625129748","83845"
"https://www.amazon.com.au/47-Unisex-White-Elliot-Visor/dp/B07L9564HZ","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00350.warc.gz","626133141","75731"
"https://www.amazon.com.au/4th-Girl-Max-Monroe/dp/1984368958","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00421.warc.gz","654281151","87813"
"https://www.amazon.com.au/4th-Girl-Max-Monroe/dp/1984368958","crawl-data/CC-MAIN-2020-10/segments/1581875146414.42/warc/CC-MAIN-20200226150200-20200226180200-00421.warc.gz","592376704","83900"
"https://www.amazon.com.au/5-Year-Journal-black-Large-Memory/dp/0997882506","crawl-data/CC-MAIN-2020-10/segments/1581875146665.7/warc/CC-MAIN-20200227063824-20200227093824-00552.warc.gz","618998195","84144"
"https://www.amazon.com.au/5-Year-Journal-Doreene-Clement/dp/0578147602","crawl-data/CC-MAIN-2020-10/segments/1581875145538.32/warc/CC-MAIN-20200221203000-20200221233000-00006.warc.gz","616800561","77555"
"https://www.amazon.com.au/50-Business-Ideas-Entrepreneurial-Nurse-ebook/dp/B01MDK01QY","crawl-data/CC-MAIN-2020-10/segments/1581875145657.46/warc/CC-MAIN-20200222085018-20200222115018-00115.warc.gz","635343864","81622"
"https://www.amazon.com.au/500-Social-Media-Marketing-Tips-ebook/dp/B007L50HE6","crawl-data/CC-MAIN-2020-10/segments/1581875144165.4/warc/CC-MAIN-20200219153707-20200219183707-00321.warc.gz","634147500","90609"
"https://www.amazon.com.au/50pcs-Medical-Disposable-Premium-Surgical/dp/B0849RQSYS","crawl-data/CC-MAIN-2020-10/segments/1581875145533.1/warc/CC-MAIN-20200221142006-20200221172006-00371.warc.gz","640932929","83048"
"https://www.amazon.com.au/50pcs-Medical-Disposable-Premium-Surgical/dp/B0849RQSYS","crawl-data/CC-MAIN-2020-10/segments/1581875145818.81/warc/CC-MAIN-20200223154628-20200223184628-00371.warc.gz","624650025","83401"
"https://www.amazon.com.au/50pcs-Surgical-Disposable-Filter-Filtration/dp/B0849YW9ZQ","crawl-data/CC-MAIN-2020-10/segments/1581875145533.1/warc/CC-MAIN-20200221142006-20200221172006-00395.warc.gz","616516145","75041"
"https://www.amazon.com.au/50pcs-Surgical-Disposable-Filter-Filtration/dp/B0849YW9ZQ","crawl-data/CC-MAIN-2020-10/segments/1581875145818.81/warc/CC-MAIN-20200223154628-20200223184628-00395.warc.gz","632000351","84292"
"https://www.amazon.com.au/50pcs-Surgical-Disposable-Filter-Filtration/dp/B0849YW9ZQ","crawl-data/CC-MAIN-2020-10/segments/1581875147116.85/warc/CC-MAIN-20200228073640-20200228103640-00395.warc.gz","633050107","74803"
"https://www.amazon.com.au/5am-Club-Morning-Elevate-Life/dp/0008312834","crawl-data/CC-MAIN-2020-10/segments/1581875143695.67/warc/CC-MAIN-20200218120100-20200218150100-00025.warc.gz","635144364","87393"
"https://www.amazon.com.au/5am-Club-Morning-Elevate-Life/dp/0008312834","crawl-data/CC-MAIN-2020-10/segments/1581875144637.88/warc/CC-MAIN-20200220035657-20200220065657-00025.warc.gz","645256904","89119"
"https://www.amazon.com.au/60-Capsules-600-Tongkatali-orgs-Extract/dp/B082RWWFQF","crawl-data/CC-MAIN-2020-10/segments/1581875144708.87/warc/CC-MAIN-20200220070221-20200220100221-00155.warc.gz","657687286","64964"
"https://www.amazon.com.au/6th-Extinction-James-Rollins/dp/0062332228","crawl-data/CC-MAIN-2020-10/segments/1581875145438.12/warc/CC-MAIN-20200221014826-20200221044826-00240.warc.gz","620870551","78553"
"https://www.amazon.com.au/7-Habits-Highly-Effective-People/dp/1416502491","crawl-data/CC-MAIN-2020-10/segments/1581875146033.50/warc/CC-MAIN-20200225045438-20200225075438-00327.warc.gz","609093267","88461"
"https://www.amazon.com.au/9-Dark-Tales-Richard-Schiver-ebook/dp/B00I43NP2K","crawl-data/CC-MAIN-2020-10/segments/1581875142603.80/warc/CC-MAIN-20200217145609-20200217175609-00186.warc.gz","671124757","72859"
"https://www.amazon.com.au/A-Christmas-Carol/dp/B00NPB6NT8","crawl-data/CC-MAIN-2020-10/segments/1581875143079.30/warc/CC-MAIN-20200217175826-20200217205826-00093.warc.gz","643158064","67305"
"https://www.amazon.com.au/A-Coven-of-Vampires/dp/B07T2NK4QC","crawl-data/CC-MAIN-2020-10/segments/1581875145767.72/warc/CC-MAIN-20200223093317-20200223123317-00224.warc.gz","629944005","58793"
"https://www.amazon.com.au/A-Lifetime-of-Impossible-Days/dp/B07T3P6G6Y","crawl-data/CC-MAIN-2020-10/segments/1581875144498.68/warc/CC-MAIN-20200220005045-20200220035045-00278.warc.gz","651040226","70766"
"https://www.amazon.com.au/A-Widows-Tale/dp/B084MFJ7ND","crawl-data/CC-MAIN-2020-10/segments/1581875144498.68/warc/CC-MAIN-20200220005045-20200220035045-00461.warc.gz","660454873","61986"
"https://www.amazon.com.au/Abaniah-Father-Forest-Gerard-Trotman-ebook/dp/B00T1DFTL2","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00508.warc.gz","643096501","80179"
"https://www.amazon.com.au/Abby-Finds-Her-Calling-Cedar-ebook/dp/B006CU9YTU","crawl-data/CC-MAIN-2020-10/segments/1581875143815.23/warc/CC-MAIN-20200218210853-20200219000853-00017.warc.gz","650352730","77091"
"https://www.amazon.com.au/ABCs-University-Luke-Patitsas-ebook/dp/B082QQG2GZ","crawl-data/CC-MAIN-2020-10/segments/1581875143635.54/warc/CC-MAIN-20200218055414-20200218085414-00382.warc.gz","642251043","71165"
"https://www.amazon.com.au/Above-All-Gospel-Churchs-Renewal-ebook/dp/B07RSGJXJ6","crawl-data/CC-MAIN-2020-10/segments/1581875143815.23/warc/CC-MAIN-20200218210853-20200219000853-00537.warc.gz","640398727","82233"
"https://www.amazon.com.au/Above-Beyond-Twist-Fate-Book-ebook/dp/B083L8S48C","crawl-data/CC-MAIN-2020-10/segments/1581875145941.55/warc/CC-MAIN-20200224102135-20200224132135-00007.warc.gz","627357294","92879"
"https://www.amazon.com.au/Above-City-Hiking-Hong-Island/dp/9622097367","crawl-data/CC-MAIN-2020-10/segments/1581875145534.11/warc/CC-MAIN-20200221172509-20200221202509-00043.warc.gz","630351094","66758"
"https://www.amazon.com.au/Absolute-at-Large-Karel-Capek-ebook/dp/B07K4V48X8","crawl-data/CC-MAIN-2020-10/segments/1581875141749.3/warc/CC-MAIN-20200217055517-20200217085517-00474.warc.gz","660123494","79506"
"https://www.amazon.com.au/Absolute-at-Large-Karel-Capek/dp/1443725315","crawl-data/CC-MAIN-2020-10/segments/1581875144722.77/warc/CC-MAIN-20200220100914-20200220130914-00288.warc.gz","656150234","71224"
"https://www.amazon.com.au/Absolute-Batman-Haunted-Knight-Jeph/dp/1401251226","crawl-data/CC-MAIN-2020-10/segments/1581875145621.28/warc/CC-MAIN-20200221233354-20200222023354-00234.warc.gz","634336268","77982"
"https://www.amazon.com.au/ABSOLUTE-FOOTWEAR-Lightweight-Holiday-Sandals/dp/B07VFWFDCX","crawl-data/CC-MAIN-2020-10/segments/1581875146187.93/warc/CC-MAIN-20200226054316-20200226084316-00384.warc.gz","633548407","83374"
"https://www.amazon.com.au/absolutely-gripping-thriller-Detective-Paterson-ebook/dp/B084P4MPQK","crawl-data/CC-MAIN-2020-10/segments/1581875141396.22/warc/CC-MAIN-20200216182139-20200216212139-00244.warc.gz","656531685","88395"
"https://www.amazon.com.au/absolutely-gripping-thriller-massive-Detective-ebook/dp/B07V488N2C","crawl-data/CC-MAIN-2020-10/segments/1581875142323.84/warc/CC-MAIN-20200217115308-20200217145308-00415.warc.gz","630655578","91946"
"https://www.amazon.com.au/Absolution-Creek-Nicole-Alexander/dp/1864712813","crawl-data/CC-MAIN-2020-10/segments/1581875144637.88/warc/CC-MAIN-20200220035657-20200220065657-00509.warc.gz","656000154","75532"
"https://www.amazon.com.au/Accelerate-Software-Performing-Technology-Organizations/dp/1942788339","crawl-data/CC-MAIN-2020-10/segments/1581875144165.4/warc/CC-MAIN-20200219153707-20200219183707-00006.warc.gz","650902378","87428"
"https://www.amazon.com.au/Accelerate-Software-Performing-Technology-Organizations/dp/1942788339","crawl-data/CC-MAIN-2020-10/segments/1581875146907.86/warc/CC-MAIN-20200227221724-20200228011724-00006.warc.gz","572738417","90498"
"https://www.amazon.com.au/Accidental-Ali-Smith/dp/0241989116","crawl-data/CC-MAIN-2020-10/segments/1581875146681.47/warc/CC-MAIN-20200227094720-20200227124720-00427.warc.gz","609897140","77016"
"https://www.amazon.com.au/Accidental-Murder-Cottage-Vintage-Mysteries/dp/B07NLFG969","crawl-data/CC-MAIN-2020-10/segments/1581875145742.20/warc/CC-MAIN-20200223001555-20200223031555-00342.warc.gz","643470858","66066"
"https://www.amazon.com.au/Accidentally-Preserved-Volume-1/dp/B07D55J928","crawl-data/CC-MAIN-2020-10/segments/1581875144498.68/warc/CC-MAIN-20200220005045-20200220035045-00546.warc.gz","665580310","58855"
"https://www.amazon.com.au/Accidentally-Preserved-Volume-2/dp/B07D4ZLGD4","crawl-data/CC-MAIN-2020-10/segments/1581875144498.68/warc/CC-MAIN-20200220005045-20200220035045-00463.warc.gz","662671599","62332"
